company_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,car_name
Renault,845000,2017,1498,Comprehensive,Automatic,51000,First Owner,Petrol,104.5bhp,5,14.99,SUV,Bangalore,Duster Petrol RXS
Jeep,1675000,2018,1368,Comprehensive,Automatic,36073,First Owner,Petrol,160bhp,5,16,SUV,Bangalore,Compass 1.4 Limited
Jeep,2099000,2020,1956,Comprehensive,Manual,35553,First Owner,Diesel,170.63bhp,5,17.1,SUV,Bangalore,Compass 2.0 Limited
Tata,1690000,2019,1956,Comprehensive,Manual,32134,First Owner,Diesel,138.1bhp,5,17,SUV,Bangalore,Harrier XZ BSIV
Audi,2700000,2014,4134,Comprehensive,Automatic,170000,First Owner,Diesel,335.2bhp,7,11.33,SUV,Bangalore,Q7 4.2 TDI
Jeep,1445000,2017,1956,Comprehensive,Manual,49083,Second Owner,Diesel,170bhp,5,17.1,SUV,Bangalore,Compass 2.0 Limited
Maruti,700000,2019,1197,Comprehensive,Manual,55496,First Owner,Petrol,81.80bhp,5,21.21,Hatchback,Bangalore,Swift ZXI
Mahindra,1725000,2021,2184,Comprehensive,Automatic,8000,First Owner,Diesel,130bhp,4,21.21,SUV,Bangalore,Thar LX 4-Str
Maruti,720000,2016,1197,Comprehensive,Manual,57322,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Bangalore,Baleno 1.2 Delta
Maruti,700000,2015,1373,Third Party,Manual,98885,First Owner,Petrol,91.1bhp,5,20.73,Sedan,Bangalore,Ciaz ZXi
Maruti,525000,2018,998,Third Party,Manual,56431,First Owner,Petrol,67.04bhp,5,20.51,Hatchback,Bangalore,Wagon R VXI
Maruti,475000,2013,1248,Comprehensive,Manual,90230,Second Owner,Diesel,74bhp,5,28.4,Hatchback,Bangalore,Swift VDI
Maruti,575000,2018,1197,Comprehensive,Manual,51838,First Owner,Petrol,81.80bhp,5,20.89,Hatchback,Bangalore,Ignis 1.2 Delta
Hyundai,475000,2012,1591,Comprehensive,Manual,89000,Second Owner,Petrol,121.3bhp,5,17.01,Sedan,Bangalore,Verna 1.6 SX
Jaguar,4300000,2017,1999,Comprehensive,Automatic,56000,First Owner,Diesel,177bhp,5,16.38,SUV,Bangalore,F-Pace Prestige 2.0
Audi,1495000,2014,1968,Third Party,Automatic,113000,Second Owner,Diesel,174.33bhp,5,15.73,SUV,Bangalore,Q3 2.0 TDI
Mitsubishi,1200000,2013,2477,Comprehensive,Manual,130000,First Owner,Diesel,175.56bhp,7,13.5,SUV,Bangalore,Pajero Sport 4X4
Mercedes-Benz,4450000,2019,1950,Comprehensive,Automatic,19000,First Owner,Diesel,194bhp,5,12.6,Sedan,Bangalore,C-Class Prime C
Tata,1850000,2021,1956,Comprehensive,Manual,18000,First Owner,Diesel,167.63bhp,5,17,SUV,Bangalore,Harrier Camo XT
Hyundai,1125000,2018,1396,Comprehensive,Manual,80000,First Owner,Diesel,88.7bhp,5,22.1,SUV,Bangalore,Creta 1.4 EX
Hyundai,725000,2019,1396,Comprehensive,Manual,35000,First Owner,Diesel,88.76bhp,5,22.54,Hatchback,Bangalore,i20 Diesel Magna
Volkswagen,485000,2014,1498,Comprehensive,Manual,79000,First Owner,Diesel,103.2bhp,5,20.34,Sedan,Bangalore,Vento 1.5 TDI
Mahindra,1325000,2017,2179,Comprehensive,Automatic,89000,First Owner,Diesel,140bhp,7,16,SUV,Bangalore,XUV500 AT W6
Volkswagen,1099000,2019,1197,Comprehensive,Automatic,55289,First Owner,Petrol,103.2bhp,5,18.19,Sedan,Bangalore,Vento 1.2 TSI
Toyota,4375000,2021,2487,Comprehensive,Automatic,21000,First Owner,Petrol,214.5bhp,5,19.16,Sedan,Bangalore,Camry Hybrid 2.5
Mahindra,1899000,2021,2179,Comprehensive,Manual,25883,First Owner,Diesel,152.87bhp,7,15.1,SUV,Bangalore,XUV500 W11 Option
Fiat,345000,2011,1248,Comprehensive,Manual,65000,First Owner,Diesel,93 PS,5,19,Sedan,Bangalore,Linea Emotion Pack
Maruti,265000,2012,796,Comprehensive,Manual,60000,First Owner,Petrol,46.3bhp,5,19.7,Hatchback,Bangalore,Alto LXi
Mahindra,1275000,2016,2179,Comprehensive,Automatic,76000,First Owner,Diesel,140bhp,7,16,SUV,Bangalore,XUV500 AT W6
Maruti,945000,2019,1462,Comprehensive,Manual,32520,First Owner,Petrol,103.25bhp,5,21.56,Sedan,Bangalore,Ciaz Alpha BSIV
Toyota,2000000,2015,2982,Comprehensive,Manual,119000,First Owner,Diesel,168.5bhp,7,13,SUV,Bangalore,Fortuner 4x2 Manual
Ford,995000,2021,1496,Comprehensive,Manual,24000,First Owner,Petrol,120.69bhp,5,15.9,SUV,Bangalore,Ecosport Titanium
Hyundai,1085000,2020,998,Comprehensive,Manual,27000,First Owner,Petrol,118.35bhp,5,18,SUV,Bangalore,Venue SX Turbo
Hyundai,690000,2015,1582,Comprehensive,Manual,68000,Second Owner,Diesel,126.2bhp,5,23.9,Sedan,Bangalore,Verna 1.6 CRDi
Ford,790000,2017,1498,Third Party,Manual,63000,Second Owner,Diesel,98.96bhp,5,23,SUV,Bangalore,Ecosport 1.5 Diesel
Skoda,840000,2017,1498,Third Party,Manual,43000,First Owner,Diesel,108.6bhp,5,21.13,Sedan,Bangalore,Rapid 1.5 TDI
Mercedes-Benz,3300000,2018,2143,Comprehensive,Automatic,33609,First Owner,Diesel,134.1bhp,5,17.9,Sedan,Bangalore,CLA 200 CDI
Toyota,2200000,2016,2755,Comprehensive,Manual,57000,Second Owner,Diesel,174.5bhp,7,14.24,SUV,Bangalore,Fortuner 2.8 2WD
Tata,1075000,2018,1497,Comprehensive,Automatic,37272,First Owner,Diesel,108.5bhp,5,21.5,SUV,Bangalore,Nexon 1.5 Revotorq
Renault,995000,2019,1498,Comprehensive,Automatic,33000,First Owner,Petrol,105bhp,5,13.9,SUV,Bangalore,Duster RXS Option
Maruti,735000,2019,1197,Third Party,Automatic,18000,Second Owner,Petrol,81.80bhp,5,21.21,Hatchback,Bangalore,Swift AMT VXI
Hyundai,470000,2014,1197,Comprehensive,Manual,89000,First Owner,Petrol,82bhp,5,18.9,Hatchback,Bangalore,Grand i10 Sportz
Hyundai,675000,2020,1197,Comprehensive,Manual,12000,First Owner,Petrol,81.86bhp,5,18.9,Hatchback,Bangalore,Grand i10 1.2
Mahindra,825000,2018,1493,Comprehensive,Manual,47000,Second Owner,Diesel,100bhp,7,18.49,SUV,Bangalore,TUV 300 mHAWK100
Volvo,1395000,2014,1969,Third Party,Automatic,78000,Second Owner,Diesel,190bhp,5,27.03,Sedan,Bangalore,S60 D4 KINETIC
Honda,895000,2018,1498,Comprehensive,Manual,27545,First Owner,Diesel,98.6bhp,5,25.5,SUV,Bangalore,WR-V i-DTEC VX
Volkswagen,595000,2016,1198,Comprehensive,Manual,33133,First Owner,Petrol,74bhp,5,17,Sedan,Bangalore,Ameo 1.2 MPI
Maruti,865000,2017,1248,Third Party,Manual,43486,First Owner,Diesel,74bhp,5,27.39,Hatchback,Bangalore,Baleno 1.3 Alpha
Tata,884000,2021,1199,Third Party,Manual,11044,First Owner,Petrol,86.83bhp,5,19.33,Hatchback,Bangalore,Altroz XZ Plus
Tata,884000,2021,1199,Third Party,Manual,22551,First Owner,Petrol,86.83bhp,5,19.33,Hatchback,Bangalore,Altroz XZ Plus
Tata,745000,2020,1199,Third Party,Automatic,39972,First Owner,Petrol,83.83bhp,5,23.84,Hatchback,Bangalore,Tiago XZA Plus
Ford,1125000,2020,1498,Third Party,Manual,48775,First Owner,Diesel,98.96bhp,5,21.7,SUV,Bangalore,Ecosport 1.5 Diesel
Maruti,620000,2018,1197,Comprehensive,Manual,86782,Second Owner,Petrol,81.80bhp,5,21.21,Hatchback,Bangalore,Swift ZXI
Skoda,450000,2013,1598,Third Party,Manual,120000,First Owner,Petrol,103.5bhp,5,15,Sedan,Bangalore,Rapid Ultima 1.6
Hyundai,530000,2018,1197,Third Party,Manual,30000,Second Owner,Petrol,81.86bhp,5,18.9,Hatchback,Bangalore,Grand i10 1.2
Hyundai,155000,2006,1086,Third Party,Manual,100000,Third Owner,Petrol,81.86bhp,5,17,Hatchback,Bangalore,Santro Xing XO
Toyota,2060000,2015,2982,Third Party,Automatic,120000,First Owner,Diesel,168.5bhp,7,12.55,SUV,Bangalore,Fortuner 4x4 AT
Hyundai,630000,2018,1197,Third Party,Automatic,40000,First Owner,Petrol,81.86bhp,5,18.9,Hatchback,Bangalore,Grand i10 1.2
Mahindra,822000,2017,2523,Third Party,Manual,60000,Second Owner,Diesel,63bhp,7,18.06,SUV,Bangalore,Thar DI 4X4
Fiat,190000,2009,1368,Third Party,Manual,120000,Fourth Owner,Petrol,90 PS,5,16,Sedan,Bangalore,Linea Emotion Pack
Tata,720000,2021,1199,Third Party,Manual,30000,First Owner,Petrol,118.35bhp,5,17.33,SUV,Bangalore,Nexon XM S
Maruti,150000,2011,998,Third Party,Manual,70000,Second Owner,Petrol,67.1bhp,5,18.9,Hatchback,Bangalore,Wagon R VXI
Toyota,700000,2013,2494,Third Party,Manual,100000,First Owner,Diesel,100bhp,8,12.99,MUV,Bangalore,Innova 2.5 GX
Toyota,700000,2009,2494,Third Party,Manual,100000,Second Owner,Diesel,100.6bhp,7,11.4,MUV,Bangalore,Innova 2.5 E
Maruti,675000,2022,998,Third Party,Manual,10000,First Owner,Petrol,65.71bhp,5,24.97,Hatchback,Bangalore,Celerio ZXI Plus
Kia,1380000,2023,998,Third Party,Manual,10000,First Owner,Petrol,118.36bhp,5,18.2,SUV,Bangalore,Sonet HTX Plus
Hyundai,704000,2022,1197,Third Party,Manual,10346,First Owner,Petrol,81.86bhp,5,20.7,Hatchback,Bangalore,Grand i10 Nios
Maruti,429000,2017,998,Third Party,Automatic,12325,First Owner,Petrol,67.1bhp,5,23.95,Hatchback,Bangalore,Alto K10 VXI
Maruti,1078000,2020,1462,Third Party,Automatic,44648,First Owner,Petrol,101.65bhp,6,20.27,MUV,Bangalore,XL6 Alpha AT
Maruti,689000,2017,1197,Comprehensive,Manual,31003,First Owner,Petrol,81.80bhp,5,21.21,Sedan,Bangalore,Swift Dzire VXI
Hyundai,538000,2019,1086,Comprehensive,Manual,25607,First Owner,Petrol,68bhp,5,20.3,Hatchback,Bangalore,Santro Sportz BSIV
Hyundai,496000,2016,1197,Comprehensive,Manual,29453,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Bangalore,Grand i10 Sportz
Hyundai,289000,2011,1197,Comprehensive,Manual,89678,First Owner,Petrol,78.9bhp,5,20.36,Hatchback,Bangalore,i10 Sportz
Maruti,434000,2013,1197,Comprehensive,Manual,56927,First Owner,Petrol,88.50bhp,5,22.41,Sedan,Bangalore,Swift Dzire VXI
Hyundai,992000,2018,1591,Comprehensive,Automatic,39968,Second Owner,Petrol,121.3bhp,5,17,Sedan,Bangalore,Verna VTVT 1.6
Hyundai,693000,2018,1197,Comprehensive,Manual,52473,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Bangalore,i20 1.2 Asta
Ford,593000,2018,1194,Comprehensive,Manual,58710,First Owner,Petrol,94.68bhp,5,19,Hatchback,Bangalore,Freestyle Titanium Petrol
Maruti,427000,2019,998,Third Party,Manual,53125,First Owner,Petrol,65.71bhp,5,21.7,Hatchback,Bangalore,S-Presso VXI Plus
Maruti,641000,2016,1197,Comprehensive,Manual,44253,Second Owner,Petrol,83.1bhp,5,21.4,Hatchback,Bangalore,Baleno 1.2 Zeta
Maruti,825000,2020,1462,Comprehensive,Manual,40908,First Owner,Petrol,103.25bhp,5,20.65,Sedan,Bangalore,Ciaz Delta BSVI
Maruti,454000,2015,998,Comprehensive,Manual,57521,First Owner,Petrol,65.71bhp,5,25.24,Hatchback,Bangalore,Celerio ZXI
Hyundai,465000,2014,1197,Comprehensive,Manual,31440,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Bangalore,Grand i10 Asta
Honda,843000,2021,1199,Third Party,Manual,25802,First Owner,Petrol,88.50bhp,5,17.1,Hatchback,Bangalore,Jazz ZX
Hyundai,1572000,2020,1493,Comprehensive,Automatic,33437,First Owner,Diesel,113.45bhp,5,21.3,Sedan,Bangalore,Verna SX Opt
Maruti,358000,2013,998,Comprehensive,Manual,45198,First Owner,Petrol,67.1bhp,5,18.9,Hatchback,Bangalore,Wagon R VXI
Maruti,637000,2014,1373,Comprehensive,Manual,30967,First Owner,Petrol,91.1bhp,5,20.73,Sedan,Bangalore,Ciaz ZXi
Kia,1609000,2019,1353,Comprehensive,Automatic,49589,First Owner,Petrol,138.08bhp,5,16.5,SUV,Bangalore,Seltos GTX Plus
Hyundai,936000,2016,1591,Comprehensive,Manual,51580,Second Owner,Petrol,121.3bhp,5,13,SUV,Bangalore,Creta 1.6 VTVT
Renault,417000,2019,999,Comprehensive,Manual,52231,First Owner,Petrol,67bhp,5,23.01,Hatchback,Bangalore,KWID Climber 1.0
Tata,786000,2020,1497,Third Party,Manual,58107,First Owner,Diesel,88.77bhp,5,23.64,Hatchback,Bangalore,Altroz XZ Diesel
Hyundai,838000,2021,1197,Comprehensive,Manual,77648,First Owner,Petrol,81.80bhp,5,21,Hatchback,Bangalore,i20 Sportz BSVI
Maruti,371000,2016,998,Comprehensive,Automatic,85577,Third Owner,Petrol,67bhp,5,20.51,Hatchback,Bangalore,Wagon R AMT
Hyundai,1010000,2017,1591,Comprehensive,Automatic,50508,Second Owner,Petrol,121.3bhp,5,13,SUV,Bangalore,Creta 1.6 VTVT
Hyundai,617000,2017,1197,Third Party,Automatic,17574,First Owner,Petrol,81.86bhp,5,18.9,Hatchback,Bangalore,Grand i10 1.2
Nissan,449000,2017,1198,Comprehensive,Automatic,46468,Third Owner,Petrol,75.94bhp,5,19.15,Hatchback,Bangalore,Micra XV CVT
Maruti,320000,2016,998,Zero Dep,Manual,69898,First Owner,Petrol,65.71bhp,5,24.39,Hatchback,Bangalore,Alto K10 VXI
Honda,424000,2015,1198,Third Party,Manual,65394,First Owner,Petrol,86.8bhp,5,19.4,Hatchback,Bangalore,Brio S MT
Maruti,494000,2013,1197,Comprehensive,Manual,30211,First Owner,Petrol,88.50bhp,5,22.41,Sedan,Bangalore,Swift Dzire VXI
Honda,722000,2017,1498,Comprehensive,Manual,82084,First Owner,Diesel,98.6bhp,5,25.5,SUV,Bangalore,WR-V i-DTEC VX
Hyundai,934000,2016,1591,Comprehensive,Manual,102816,First Owner,Petrol,121.3bhp,5,13,SUV,Bangalore,Creta 1.6 VTVT
Renault,380000,2018,999,Comprehensive,Manual,37418,Second Owner,Petrol,67bhp,5,23.01,Hatchback,Bangalore,KWID Climber 1.0
Renault,332000,2015,799,Comprehensive,Manual,22677,First Owner,Petrol,53.3bhp,5,25.17,Hatchback,Bangalore,KWID RXT
Kia,1388000,2020,1493,Third Party,Manual,11840,Second Owner,Diesel,113.43bhp,5,20.8,SUV,Bangalore,Seltos HTK Plus
Maruti,690000,2018,1248,Zero Dep,Automatic,66407,First Owner,Diesel,74bhp,5,28.4,Hatchback,Bangalore,Swift AMT ZDI
Toyota,2550000,2017,2755,Comprehensive,Manual,90000,First Owner,Diesel,174.5bhp,7,14.24,SUV,Delhi,Fortuner 2.8 2WD
Toyota,1550000,2017,2393,Third Party,Manual,55000,First Owner,Diesel,147.51bhp,7,13.68,MUV,Delhi,Innova Crysta 2.4
Maruti,585000,2018,1197,Third Party,Manual,38569,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Delhi,Baleno 1.2 Delta
MG,1850000,2021,1451,Comprehensive,Automatic,25000,First Owner,Petrol,141bhp,6,11.67,SUV,Delhi,Hector Plus Sharp
Hyundai,775000,2015,1999,Comprehensive,Automatic,62000,First Owner,Petrol,149.92bhp,5,14.62,Sedan,Delhi,Elantra 2.0 SX
Toyota,1390000,2016,2755,Third Party,Automatic,62000,Second Owner,Diesel,171.5bhp,7,11.36,MUV,Delhi,Innova Crysta 2.8
Toyota,1590000,2018,2755,Third Party,Automatic,66000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Delhi,Innova Crysta 2.8
Maruti,565000,2020,998,Comprehensive,Manual,48746,First Owner,CNG,58.33bhp,5,30.47,Hatchback,Delhi,Celerio VXI CNG
Maruti,425000,2016,998,Third Party,Automatic,52407,First Owner,Petrol,67.04bhp,5,23.1,Hatchback,Delhi,Celerio VXI AT
Honda,495000,2017,1198,Third Party,Manual,65452,First Owner,Petrol,86.7bhp,5,17.8,Sedan,Delhi,Amaze S i-VTEC
Honda,435000,2015,1198,Third Party,Manual,79751,First Owner,Petrol,86.7bhp,5,18,Sedan,Delhi,Amaze S i-Vtech
Hyundai,1175000,2019,1591,Third Party,Manual,23467,First Owner,Petrol,121.3bhp,5,15.8,SUV,Delhi,Creta 1.6 SX
Hyundai,1150000,2018,1582,Third Party,Automatic,81951,First Owner,Diesel,126.2bhp,5,17.6,SUV,Delhi,Creta 1.6 SX
Hyundai,1030000,2020,1497,Comprehensive,Manual,41000,First Owner,Petrol,113.18bhp,5,17.6,SUV,Delhi,Creta EX BSVI
Kia,1725000,2022,1493,Comprehensive,Automatic,8000,First Owner,Diesel,114.41bhp,6,17.6,MUV,Delhi,Carens Luxury Plus
Chevrolet,160000,2014,936,Third Party,Manual,71000,Second Owner,Diesel,56.3bhp,5,25.44,Hatchback,Delhi,Beat Diesel LT
Mahindra,380000,2014,1493,Third Party,Manual,85000,First Owner,Diesel,70bhp,7,16.5,SUV,Delhi,Bolero Power Plus
Maruti,515000,2020,998,Comprehensive,Manual,76000,First Owner,CNG,67.04bhp,5,33.54,Hatchback,Delhi,Wagon R CNG
Maruti,290000,2015,1197,Third Party,Manual,53000,Second Owner,Petrol,85.80bhp,5,18.5,Hatchback,Delhi,Ritz VXi (ABS)
Hyundai,180000,2013,814,Third Party,Manual,48000,Second Owner,Petrol,55.2bhp,5,21.1,Hatchback,Delhi,EON Era Plus
Mahindra,685000,2016,1997,Comprehensive,Manual,118000,Second Owner,Diesel,140bhp,7,16,SUV,Delhi,XUV500 W6 1.99
Hyundai,775000,2015,1797,Third Party,Automatic,62101,First Owner,Petrol,147.4bhp,5,14.5,Sedan,Delhi,Elantra SX AT
MG,1545000,2019,1451,Comprehensive,Automatic,32108,First Owner,Petrol,141bhp,5,13.96,SUV,Delhi,Hector Sharp DCT
MG,1850000,2021,1451,Comprehensive,Automatic,25101,First Owner,Petrol,141bhp,6,11.67,SUV,Delhi,Hector Plus Sharp
Toyota,1125000,2017,1798,Third Party,Automatic,52108,Second Owner,Petrol,138.03bhp,5,14.28,Sedan,Delhi,Corolla Altis G
Honda,1090000,2015,1997,Third Party,Automatic,79101,Second Owner,Petrol,153.86bhp,5,13.7,SUV,Delhi,CR-V 2.0L 2WD
Toyota,1765000,2018,2755,Third Party,Automatic,112000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Delhi,Innova Crysta 2.8
Honda,1045000,2019,1497,Third Party,Automatic,33108,First Owner,Petrol,117.6bhp,5,17.4,Sedan,Delhi,City VX CVT
Maruti,700000,2021,1197,Comprehensive,Manual,43000,First Owner,Petrol,81.80bhp,5,21.01,Hatchback,Delhi,Baleno Zeta
Honda,765000,2017,1497,Comprehensive,Manual,62000,First Owner,Petrol,117.60bhp,5,17.4,Sedan,Delhi,City V MT
Hyundai,525000,2016,1197,Comprehensive,Manual,56000,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Delhi,i20 Magna 1.2
Ford,2175000,2017,3198,Third Party,Automatic,90101,First Owner,Diesel,197bhp,7,10.91,SUV,Delhi,Endeavour 3.2 Titanium
Tata,985000,2019,2179,Comprehensive,Manual,43000,Second Owner,Diesel,147.94bhp,7,14.1,SUV,Delhi,Safari Storme EX
Kia,1600000,2021,1493,Comprehensive,Automatic,37000,First Owner,Diesel,113.4bhp,5,17.8,SUV,Delhi,Seltos HTX Plus
Renault,620000,2021,999,Comprehensive,Manual,22000,First Owner,Petrol,71.01bhp,7,20,MUV,Delhi,Triber RXL BSVI
Maruti,875000,2021,1197,Third Party,Automatic,14105,First Owner,Petrol,81.80bhp,5,19.56,Hatchback,Delhi,Baleno Zeta CVT
Hyundai,1115000,2022,998,Comprehensive,Manual,2002,First Owner,Petrol,118.35bhp,5,18.27,SUV,Delhi,Venue SX Turbo
Ford,565000,2015,1496,Comprehensive,Automatic,46109,First Owner,Petrol,120.69bhp,5,14.7,SUV,Delhi,Ecosport 1.5 Petrol
BMW,3700000,2018,1995,Third Party,Automatic,38106,Second Owner,Diesel,187.74bhp,5,20.37,Sedan,Delhi,5 Series 520d
Mercedes-Benz,3475000,2017,2143,Comprehensive,Automatic,65000,First Owner,Diesel,201.15bhp,5,17.9,SUV,Gurgaon,GLE 250d
Hyundai,1275000,2019,1591,Third Party,Automatic,52000,First Owner,Petrol,121.3bhp,5,13,SUV,Delhi,Creta 1.6 VTVT
Mahindra,2500000,2021,1999,Comprehensive,Automatic,34500,First Owner,Petrol,197.13bhp,7,13,SUV,Delhi,XUV700 AX7 AT
Maruti,175000,2011,998,Comprehensive,Manual,65000,Second Owner,Petrol,67.1bhp,5,18.9,Hatchback,Delhi,Wagon R LXI
Hyundai,1090000,2022,998,Third Party,Manual,2100,First Owner,Petrol,118.35bhp,5,18.27,SUV,Delhi,Venue SX Dual
Maruti,475000,2015,1197,Third Party,Manual,37000,Second Owner,Petrol,81.80bhp,5,21.01,Hatchback,Delhi,Baleno Delta
Honda,315000,2011,1497,Comprehensive,Manual,63000,Second Owner,Petrol,"118PS at 6,600 rpm",5,17,Sedan,Delhi,City 1.5 V
Maruti,245000,2013,796,Third Party,Manual,45000,First Owner,Petrol,47.3bhp,5,22.74,Hatchback,Delhi,Alto 800 LXI
Hyundai,475000,2016,1197,Third Party,Manual,58800,First Owner,Petrol,82bhp,5,18.9,Hatchback,Delhi,Grand i10 Sportz
Maruti,565000,2019,1197,Comprehensive,Automatic,40000,First Owner,Petrol,81.80bhp,5,21.5,Maruti,Delhi,Wagon R ZXI
Maruti,1175000,2022,1462,Comprehensive,Automatic,6400,First Owner,Petrol,103.25bhp,5,20.28,Sedan,Delhi,Ciaz Zeta Automatic
Toyota,825000,2014,2494,Comprehensive,Manual,95000,First Owner,Diesel,100bhp,7,12.99,MUV,Delhi,Innova 2.5 G
Kia,1000000,2020,998,Comprehensive,Automatic,27000,First Owner,Petrol,118.36bhp,5,18.3,SUV,Delhi,Sonet HTK Plus
Maruti,1000000,2019,1373,Comprehensive,Manual,29000,Second Owner,Petrol,91.1bhp,7,17.5,MUV,Delhi,Ertiga BSIV ZXI
Honda,595000,2019,1198,Comprehensive,Manual,50000,First Owner,Petrol,86.7bhp,5,17.8,Sedan,Delhi,Amaze S i-VTEC
Hyundai,898000,2017,1591,Comprehensive,Manual,49000,First Owner,Petrol,121.3bhp,5,13,SUV,Gurgaon,Creta 1.6 VTVT
Tata,1050000,2022,1199,Comprehensive,Manual,7200,First Owner,Petrol,118.35bhp,5,17.33,SUV,Gurgaon,Nexon XZ Plus
Maruti,645000,2022,1197,Third Party,Manual,15800,First Owner,Petrol,81.80bhp,5,20.89,Hatchback,Gurgaon,Ignis Zeta BSVI
Toyota,1525000,2017,2755,Third Party,Automatic,76000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Gurgaon,Innova Crysta 2.8
Toyota,1799000,2019,2755,Comprehensive,Automatic,50000,First Owner,Diesel,171.5bhp,8,11.36,MUV,Delhi,Innova Crysta 2.8
Tata,1999000,2021,1956,Comprehensive,Automatic,51000,First Owner,Diesel,167.67bhp,7,14.08,SUV,Delhi,New Safari XZA
Volkswagen,345000,2013,1198,Comprehensive,Manual,68000,First Owner,Petrol,74bhp,5,16.47,Hatchback,Delhi,Polo 1.2 MPI
Mahindra,1500000,2021,2184,Comprehensive,Automatic,50000,Second Owner,Diesel,130bhp,4,16.47,SUV,Delhi,Thar LX 4-Str
Toyota,1850000,2018,2755,Comprehensive,Automatic,90000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Delhi,Innova Crysta 2.8
Volkswagen,345000,2014,1199,Comprehensive,Manual,70000,First Owner,Diesel,73.9bhp,5,22.07,Hatchback,Delhi,Polo Diesel Highline
Toyota,1190000,2022,1462,Comprehensive,Automatic,7000,First Owner,Petrol,103.26bhp,5,18.76,SUV,Delhi,Urban cruiser Premium
Skoda,2500000,2019,1798,Comprehensive,Automatic,45000,First Owner,Petrol,177.46bhp,5,14.67,Sedan,Delhi,Superb LK 1.8
BMW,2700000,2017,1995,Comprehensive,Automatic,41000,First Owner,Diesel,187.74bhp,5,20.37,Sedan,Delhi,5 Series 520d
Isuzu,1425000,2017,2499,Comprehensive,Manual,48000,First Owner,Diesel,134bhp,5,12.4,Pickup,Delhi,D-Max 4X4
Hyundai,985000,2021,998,Comprehensive,Manual,20000,Second Owner,Petrol,118.35bhp,5,18,SUV,Delhi,Venue SX Turbo
Maruti,675000,2017,1248,Third Party,Manual,87000,First Owner,Diesel,74.02bhp,5,28.4,Sedan,Delhi,Swift Dzire VDI
Audi,2050000,2015,1968,Comprehensive,Automatic,62500,First Owner,Diesel,187.74bhp,5,18.53,Sedan,Delhi,A6 35 TDI
BMW,1450000,2015,1995,Comprehensive,Automatic,70000,Second Owner,Diesel,190bhp,5,22.69,Sedan,Delhi,3 Series 320d
Hyundai,1900000,2021,1493,Comprehensive,Automatic,45000,First Owner,Diesel,113.45bhp,5,22.69,SUV,Delhi,Creta SX Opt
Maruti,489000,2016,1197,Comprehensive,Manual,62000,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Gurgaon,Baleno 1.2 Delta
Toyota,1525000,2017,2393,Comprehensive,Manual,77000,Second Owner,Diesel,147.51bhp,8,13.68,MUV,Delhi,Innova Crysta 2.4
Hyundai,940000,2022,1197,Comprehensive,Manual,17000,First Owner,Petrol,81.86bhp,5,17.52,SUV,Gurgaon,Venue S Plus
Honda,325000,2014,1198,Comprehensive,Manual,42500,First Owner,Petrol,86.7bhp,5,18,Sedan,Delhi,Amaze S i-Vtech
MG,1790000,2023,1498,Comprehensive,Automatic,4500,First Owner,Petrol,108.49bhp,5,14.82,SUV,Delhi,Astor Savvy CVT
Mahindra,845000,2017,2179,Third Party,Manual,46000,First Owner,Diesel,140bhp,7,16,SUV,Gurgaon,XUV500 W6 2WD
Hyundai,346000,2013,1197,Third Party,Manual,64000,First Owner,Petrol,82.85bhp,5,18.5,Hatchback,Delhi,i20 Sportz 1.2
Nissan,625000,2018,1598,Comprehensive,Manual,50000,First Owner,Petrol,103.2bhp,5,13.04,SUV,Delhi,Terrano XL P
Hyundai,530000,2018,1197,Comprehensive,Manual,58000,Second Owner,Petrol,81.86bhp,5,17.19,Hatchback,Delhi,i20 Active S
Ford,3800000,2021,1996,Third Party,Automatic,32000,First Owner,Diesel,167.62bhp,7,13.9,SUV,Delhi,Endeavour Sport Edition
Skoda,475000,2012,1798,Comprehensive,Manual,61000,Fourth Owner,Petrol,160 BHP,5,13.14,Sedan,Delhi,Superb 1.8 TSI
Toyota,2650000,2016,2982,Comprehensive,Automatic,105000,First Owner,Diesel,168.5bhp,7,12.55,SUV,Delhi,Fortuner 4x4 AT
Toyota,1075000,2016,1798,Comprehensive,Automatic,54000,Second Owner,Petrol,138.03bhp,5,14.28,Sedan,Delhi,Corolla Altis G
Mahindra,540000,2014,2179,Third Party,Manual,75000,First Owner,Diesel,120bhp (86.7kw),8,15.4,SUV,Delhi,Scorpio VLX SE
Maruti,495000,2019,1197,Comprehensive,Manual,33340,First Owner,Petrol,81.80bhp,5,20.52,Hatchback,Gurgaon,Wagon R ZXI
Hyundai,510000,2017,1197,Third Party,Manual,61837,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Gurgaon,i20 1.2 Magna
